leader,client,version,name,www_url,details,avatar_url,active_stake,active_stake_pct,commission,data_center_key,blocks,skipped,skip_rate,avg_compute_units,compute_units_p10,compute_units_p50,compute_units_p90,avg_txn,avg_vote,p50_included_votes,p90_included_votes,p99_included_votes,p999_included_votes,avg_user,avg_fee,fee_p10,fee_p50,fee_p90,avg_tips,tips_p10,tips_p50,tips_p90,rewards_p10,rewards_p50,rewards_p90,avg_reward,votes,missed_votes,avg_vote_latency,vote_latency_p90,vote_latency_p95,vote_latency_p99,lat1_vote_rate,low_latency_votes,lat2_vote_rate
Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,Agave Jito,4.0.2,,,,,2499999939665440,0.005856122101723194,100,20326-NL-Amsterdam,35528,7,0.0001970276964647602,33597435.06804425,20440016,29297280,58879613,1259.8228653472593,711.5629346020664,709,719,758,1002,548.259930745193,18111714.42220095,5626537,10951696,27371290,2109439.086765575,197009,679426,4479422,6293354,12422314,31046767,20221153.508966528,6065147,351,1.003629755387627,1,1,1,0.9977342338584564,6061344,0.9993151427961892
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,Agave Jito,4.0.2,,,,,2499999939665440,0.005856122101723194,100,20326-JP-Tokyo,35632,21,0.0005893578805568029,34076653.92058633,20769687,29948962,58879613,1265.6030720844683,704.3945410126084,706,725,772,1081,561.2085310718599,19294593.517368227,5694462,11039661,26936834,2726766.1433826624,226161,764520,4551669,6369329,12572280,30737847,22021359.660750892,6064980,518,1.0074923577654007,1,1,1,0.9944072193247776,6059267,0.9989727141942838
FbYX2uN573G5WsgiPdHU6fS5PNUyjdXfGfpZNkYUuT4k,Agave Jito,4.0.2,,,,,2409417943075628,0.005643938403703265,100,214159-SE-Stockholm,33972,21,0.0006181561285764748,34339421.93955995,20811268,30249955,57829261,1266.4813113015816,709.6680215604842,710,743,786,931,556.8132897410975,18632247.17846308,5649088,11195303,27701724,1875844.7208035109,192337,628445,3980845,6268231,12497072,31171203,20508091.89926659,6064280,1218,1.0060645286827126,1,1,1,0.9972073191681872,6062600,0.9995222156531912
9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Agave Harmonic,4.1.0,Coinbase 03,https://coinbase.com/staking,"Coinbase maintains world-class, enterprise-grade staking infrastructure across multiple networks with zero slashing events and a 99% uptime guarantee.",https://static-assets.coinbase.com/email/coinbase-logo-round.png,2335828913099068,0.00547155986158707,8,20326-JP-Tokyo,33324,20,0.0006001680470531749,36142548.738469854,22771155,33297913,57253850,1364.580891184242,713.4297982224357,714,739,863,1344,651.1510929618064,24767075.428266875,7444639,14872211,36579748,4988212.373168388,364034,1464470,7519459,8512148,17313638,43098785,29755287.801435266,6065077,421,1.0144346065185983,1,1,2,0.9862265225378032,6061685,0.9993713624173975
22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,Agave JitoBAM,4.0.2,,,,,2322629005990086,0.005440639753736209,100,20326-NL-Amsterdam,33076,17,0.0005139678316604184,32218148.48110953,20115578,28717155,54244135,1243.7167790919266,711.7791826734021,709,719,763,1056,531.9375964185244,19778905.65032215,5705862,11128333,27868434,4278254.953507366,226614,956469,6107357,6433342,12955163,33032592,24057160.60382952,6065122,376,1.0037892065485243,1,1,1,0.9977284635161036,6061255,0.9993004696399208
6WgdYhhGE53WrZ7ywJA15hBVkw7CRbQ8yDBBTwmBtAHN,Agave JitoBAM,4.0.3,Luganodes,https://luganodes.com,Leading institutional-grade blockchain infrastructure providers,https://s3.amazonaws.com/keybase_processed_uploads/7a40bfa6e0b813d3be2fb37ad02d3b05_360_360.jpg,2294444913535461,0.0053746199574466825,10,29066-DE-Frankfurt am Main,32536,8,0.00024588148512417015,31301581.798481308,19717263,28431414,48788510,1229.5287137235612,712.0454992621741,710,721,758,1020,517.4832144613871,19632295.023548946,5832782,11398644,28036147,5924112.919054354,310831,1494055,8194754,6749674,13783806,35427726,25556407.942603298,6064478,1020,1.0024206535170876,1,1,1,0.9980661109772024,6063205,0.999621960142432
7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,Agave JitoBAM,4.0.2,Alchemy,https://www.alchemy.com,Guaranteed availability and up-time backed by a professional blockchain infrastructure team.,https://static.alchemyapi.io/logos/alchemy-mark-on-light.svg,2250370807071112,0.005271378615363244,0,20326-SG-Singapore,32012,7,0.00021866799950018745,32100368.400812373,20399177,29063837,50678150,1236.7840962349633,705.3366349007968,706,729,762,1031,531.4474613341665,18059456.568661142,5891403,11375869,27591139,6525397.695828777,361857,1781568,9482939,6941336,14034161,36288277,24584854.264489923,6065025,473,1.0113834650310591,1,1,1,0.9912904101196636,6055325,0.9983228087784384
HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML,Agave JitoBAM,4.0.2,,,,,2182665921629860,0.005112783381124873,100,20326-SG-Singapore,31436,10,0.0003181066293421555,32980899.526061226,20563025,29473592,56457881,1247.716158594794,704.5967670082098,707,719,772,1182,543.1193915865844,17546915.910869982,5694462,11150612,26990762,3859498.8621841785,271849,1158926,6955232,6511007,13190467,33032592,21406414.77305416,6064999,499,1.0094911804602111,1,1,1,0.9925567529657088,6059115,0.9989476544217804
ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,Agave Rakurai,4.0.3,Anagram Staking,https://stake.anagram.xyz,High Performance Solana Validator operated by the Anagram.xyz team,https://stake.anagram.xyz/ANAGRAM_LOGO.png,2161744857806437,0.005063776858242995,0,20473-FR-Aubervilliers,30528,10,0.0003275681341719078,37170917.49783734,21747408,34449508,59709725,1328.7570614063832,712.5894226358215,710,719,756,944,616.1676387705617,20151371.99665771,6243208,12522091,30922828,11544498.522380237,598992,2978721,14432671,7748461,16768372,45855485,31695870.519037943,6065218,280,1.0026670104850313,1,1,1,0.9976450408523752,6063828,0.999724672236311
AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,Agave Jito,4.0.2,,,,,2083334280438320,0.004880104087756546,100,59642-NL-Amsterdam,29920,19,0.0006350267379679144,34322263.12210294,20811268,30068998,57945036,1272.4237316477709,712.2976823517608,710,720,757,999,560.1260492960101,21278048.23400555,5717285,11240174,28204870,1895498.6478044216,197009,630964,3972891,6331228,12497072,31610669,23173546.881809972,6064320,1178,1.0052238338346262,1,1,1,0.9979348769054084,6062974,0.9995838758829036
5TGfVQV1S3wHE9hkgGaQkRoPC7xZxiqwMcjQZxVYsf1j,Agave Jito,4.0.2,Sanctum,https://sanctum.so/,"Sanctum is the leading infrastructure powering Solana’s largest LSTs, validators and apps.",https://solana-validator-website-italo-casas.vercel.app/sanctum.png,2064869855503569,0.004836852115930309,0,396356-DE-Frankfurt (Oder),28972,13,0.000448709098439873,33892270.846783385,20440016,29532598,58879613,1262.5660071135053,711.8045512621292,710,723,766,1054,550.7614558513761,18960091.24185918,5570552,11017604,27646376,1938044.7664629305,192722,612316,3741528,6181087,12249613,31108923,20898136.008322112,6062983,2515,1.0054344536344568,1,1,1,0.9977474232124056,6061663,0.9993677353450616
AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,Agave JitoBAM,4.0.3,,,,,2013800997122051,0.00471722592493216,100,57043-NL-Europe/Amsterdam,28748,7,0.00024349519966606372,30920877.4427125,19677868,28374608,47346592,1227.9453046170977,712.039942938659,710,721,762,1032,515.9053616784385,19457075.076406527,5938723,11559347,28204870,5493755.883894089,322870,1533410,8293684,6913626,14006121,36215773,24950830.960300617,6065235,263,1.002445082507108,1,1,1,0.9977840236696146,6063984,0.999750391476512
2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,Agave JitoBAM,4.0.3,,http://www.valigator.tech,,https://s2.coinmarketcap.com/static/img/coins/200x200/5426.png,2005488249610397,0.004697753738690605,100,204770-US-Chicago,28620,10,0.00034940600978336826,33435213.946277525,20728189,30189515,54244135,1258.7412792729815,711.0410346032855,709,723,767,1027,547.700244669696,21066064.31240825,5998408,11722316,29650965,5101696.5965396715,375872,1698072,8178381,7025133,14346334,36873560,26167760.90894792,6065229,269,1.0039868239105234,1,1,1,0.9963524841653564,6063390,0.9996524605234391
BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,Agave JitoBAM,4.1.0,,,,,1937411101646344,0.004538286498516222,100,20326-NL-Amsterdam,27596,2,0.00007247427163357009,30966905.239581067,19796290,28431414,47063362,1223.9581793143436,711.6719576719577,709,719,761,986,512.2862216423861,19231833.965499748,5891403,11375869,27480994,6491243.404906863,334036,1599184,8841834,6886026,13811401,35712285,25723077.37040661,6065137,361,1.0036869736001015,1,1,1,0.997763415304069,6061406,0.9993253645454998
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Jito,0.1.1,Firedancer Development,https://github.com/firedancer-io/firedancer,Validator used by Firedancer development team,https://docs.firedancer.io/fire.svg,1889494263686064,0.004426043754277822,1,7979-NL-Europe/Amsterdam,27084,16,0.0005907546891153448,34065875.52652579,20155850,29769807,59949043,1334.8860277818826,783.322890498005,717,991,1488,1857,551.5631372838776,19837757.531771835,5728732,11330456,28431414,1919868.739655682,141918,597795,4012819,6305953,12622670,31864569,21757626.271427516,6063018,2480,1.0150972667407552,1,1,1,0.9910050254735884,6052875,0.9979188848137448
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,Firedancer Jito,0.1.1,,,,,1886752407542396,0.004419621096377746,1,7979-NL-Europe/Amsterdam,26972,70,0.002595283998220377,34508395.27365995,20236634,30008920,59949043,1334.862426585384,783.6212177533268,717,1002,1476,1777,551.241208832057,19314825.834882166,5740200,11444329,28488334,2023828.8242509852,153124,591847,3749018,6318578,12724056,31864569,21338654.65913315,6050906,14592,1.0571939144319875,1,1,1,0.9944059003893828,6045230,0.9966584771769772
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,Agave JitoBAM,4.1.0,,,,,1881605316350045,0.004407564298290325,100,20326-SG-Singapore,26844,13,0.00048427954105200415,32140075.14390071,20440016,29122022,50274342,1236.3655473146732,705.8709701464724,705,728,779,1177,530.494577168201,19022589.38571056,5879632,11330456,27044797,6326982.576422795,361857,1817558,9732729,6941336,14090410,36071199,25349571.96213335,6064985,513,1.0081129631812775,1,1,1,0.9939112996162888,6059190,0.9989600194411076
7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,Agave Vanilla,4.0.2,,,,,1875000953466200,0.004392093915736211,100,16125-LT-Vilnius,26484,16,0.0006041383476816191,31814284.216790088,18906287,27316602,57139457,1228.54265528185,710.369389451413,710,739,792,1068,518.1732658304368,17289422.21739459,5373579,10543339,25984355,185881.5258803083,0,17872,404741,5471179,10713390,26298046,17475303.743274897,6064336,1162,1.0070753005770128,1,1,1,0.9962294934397802,6062545,0.9995131479723512
3JotfSFPaod4KVK7nj7ULvcq5PjUBdZNVGracNkJNhrt,Agave JitoBAM,4.1.0,,,,,1837000183558720,0.004303079054172866,100,20326-DE-Frankfurt am Main,26696,7,0.0002622115672759964,31171960.49113867,19717263,28431414,48593746,1228.8549589718612,711.581662857357,709,719,760,974,517.2732961145041,18461244.17437896,5844460,11444329,28092276,5372467.188916782,327422,1542638,8666753,6803888,13894519,35855420,23833711.36329574,6065107,391,1.004303963639883,1,1,1,0.9973969161312064,6060445,0.9991669274311854
HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,Agave JitoBAM,4.1.0,,,,,1835664800728540,0.004299950988134942,100,20326-NL-Amsterdam,26636,17,0.0006382339690644241,30822174.630376797,19638551,28204870,47063362,1221.1796836845865,711.3965212817913,709,719,753,933,509.78316240279497,18317711.847740337,5809498,11262677,27371290,6214100.213944927,346280,1732376,9221100,6844834,13866757,35286298,24531812.061685264,6065112,386,1.0040897843271483,1,1,1,0.9975546937778234,6060757,0.9992183659115872
HTeRsa3gm3CGrizMoCrtWj4uBZ1NKYcGqh8jfBu2u3Jo,Agave Harmonic,4.0.3,,,,,1680937011324609,0.003937509048476179,10,214783-NL-Europe/Amsterdam,19844,1,0.000050393065914130216,33701785.3164844,17628105,31737365,55339940,1348.26089804969,705.8508290077106,714,741,840,1133,642.4100690419796,28427042.79060626,6736188,15203026,41408857,5742000.803457138,449101,2012734,10109689,7904990,18347522,50374992,34169043.5940634,6063944,1554,1.0020062850184632,1,1,1,0.9979782369065162,6062853,0.9995639269850556
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Agave Harmonic,4.0.2,Coinbase 02,https://coinbase.com/staking,"Coinbase maintains world-class, enterprise-grade staking infrastructure across multiple networks with zero slashing events and a 99% uptime guarantee.",https://static-assets.coinbase.com/email/coinbase-logo-round.png,1657056051677477,0.003881569120886163,8,20326-GB-City of London,24040,3,0.0001247920133111481,35751173.32612223,22009949,32573358,57483325,1359.480384407372,722.4892457461414,717,738,859,1403,636.9911386612306,25356136.53326122,7297226,14931819,37468282,4330293.454174814,358256,1384714,7370564,8244071,17175681,43706411,29686429.98743604,6065219,279,1.0019809672165176,1,1,1,0.998212347939114,6064128,0.9997741323136204
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Agave JitoBAM,4.0.2,Solflare,https://solflare.com,"Earn more SOL by staking with Solflare, the first Solana wallet and the most trusted staking solution. Join the Solana community which has staked more than 20% of all SOL through Solflare and do your part in securing the network. Thank you!",https://solflare-static.ams3.cdn.digitaloceanspaces.com/validators/solflare.png,1653908306567595,0.003874195688824786,6,20326-NL-Amsterdam,20648,13,0.0006296009298721426,32802976.679088928,21359456,30129196,49973599,1254.9623939907924,712.5636539859462,710,720,753,920,542.3987400048461,20614690.966367822,6255707,11959122,28947813,5623159.970729344,359692,1661123,8966490,7326473,14577722,37244145,26237850.93709717,6060943,4555,1.011607599675496,1,1,1,0.9974031810743322,6059252,0.9989702411904184
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,Agave Jito,4.0.3,StakeBowl,https://www.stakebowl.io,,https://s3.amazonaws.com/keybase_processed_uploads/2b396e25afe9898eb936ebee290e3305_360_360.jpg,1640008086710008,0.003841635134148245,100,395201-DE-Offenbach,22484,3,0.00013342821561999644,23952357.643254302,8293684,21231683,43793912,1128.2479427071748,710.8039233130199,709,723,765,988,417.4440193941551,15234150.72692496,4452626,9111108,22634937,9158220.776344469,588307,2867653,12647940,6144112,13111562,34311986,24392371.503269427,6065456,42,1.001866141638815,1,1,1,0.9983111032268084,6064717,0.9998712389320712
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,Frankendancer Harmonic,0.911.40002,,,,,1552804895295573,0.003637366114585303,4,20326-NL-Amsterdam,21240,11,0.0005178907721280603,36586340.81647746,22454580,33632562,58061042,1381.8559046587216,724.7886852889915,717,739,876,1432,657.0672193697301,27234877.304583352,7564712,15572312,40507809,3663050.289886476,378891,1444111,7625472,8649437,17984216,46875485,30897927.59446983,6065171,327,1.0032782257911608,1,1,1,0.9982537295371297,6063978,0.9997494022749656
ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Agave Jito,4.0.3,Bitwise Onchain Solutions 02,https://onchain.bitwiseinvestments.com/,"Secure the network by delegating to Bitwise Onchain Solutions. As a leading institutional staking provider, we combine secure validator infrastructure with regulated compliance standards. By delegating, you agree to our terms: https://onchain.bitwiseinves",https://bitwiseinvestments.com/bitwise-full-square.png,1534465821032789,0.0035944077703023813,8,60068-NL-Amsterdam,22016,3,0.00013626453488372093,29526960.426475264,17038824,25469830,54461546,1249.0049516194977,711.8878844319266,709,718,760,1068,537.117067187571,17046214.658383682,5626537,11083908,26668808,9082543.677327031,20890,2908082,13950208,6722729,14872211,39468180,26128758.335710716,6065225,273,1.0030500105107396,1,1,1,0.9980913356166304,6061923,0.9994106007453964
6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Agave JitoBAM,4.0.2,Coinbase 05,https://coinbase.com/staking,"Coinbase maintains world-class, enterprise-grade staking infrastructure across multiple networks with zero slashing events and a 99% uptime guarantee.",https://static-assets.coinbase.com/email/coinbase-logo-round.png,1527218431321203,0.0035774311302647424,8,20326-IE-Dublin,21700,9,0.00041474654377880184,32985273.489004657,20358419,29414704,55119022,1251.6897791710849,712.2769812364576,710,721,763,981,539.4127979346273,19726814.119035546,5821128,11467241,28374608,6905994.535659951,351865,1691294,8912852,6831158,14034161,36288277,26632808.654695496,6063849,1649,1.0052125308529285,1,1,1,0.9977433015392966,6062437,0.9994953423445198
7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,Agave Harmonic,4.0.3,Haus – Best APY & No Fees,https://www.staking.haus,Haus is a 0% commission validator with top returns since 2021. Our boost program matches the highest-APY validator - even if it’s not us - to give you the best rewards. Additional rewards are available for large stake accounts - info@staking.haus,https://www.staking.haus/hauslogo.png,1523760568710196,0.0035693312638048454,0,395201-DE-Fechenheim,21644,10,0.00046202180742931065,31283708.689192936,18982064,28431414,50173894,1247.5245909216974,712.3753813441805,710,722,765,1058,535.1492095775169,20789445.09133771,5856160,11816471,31547511,6051994.937829343,252459,1494055,8649437,6803888,14317670,39705701,26841440.029167052,6065492,6,1.0021027148333557,1,1,1,0.9981543147817376,6064444,0.9998262302617196
AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,Agave Harmonic,4.1.0,,,,,1471469453586495,0.003446841998848848,1,20326-NL-Amsterdam,19740,1,0.000050658561296859166,31987628.72202239,14006121,31233608,50073646,1316.5574243882668,689.1270074471857,713,733,838,1384,627.4304169410811,25886849.363088302,6550191,15021679,39232080,6362114.362784335,562983,2647177,11582489,8080827,19020066,49774104,32248963.72587264,6065141,357,1.001963680646501,1,1,1,0.9982041045928958,6064110,0.999771164708982
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Agave Harmonic,4.1.0,,,,,1463528651975061,0.0034282410768710896,100,20326-JP-Tokyo,20340,16,0.0007866273352999017,32876177.93106672,20440016,29948962,53063795,1267.7689923243456,708.6714721511513,707,727,779,1255,559.0975201731942,19924061.18987404,6022450,12127728,30129196,5415937.930427081,352570,1576952,8563374,7053290,14636149,37844844,25339999.12030112,6064967,531,1.0077741560671312,1,1,1,0.9941366727018952,6059464,0.9990051929783836
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,Agave Harmonic,4.0.3,,,,,1434938253818977,0.0033612695302392462,10,20326-DE-Frankfurt am Main,20096,29,0.0014430732484076432,44667032.159017295,24766566,47441380,58293751,1604.5358548861311,715.7781432202123,717,739,848,1299,888.7577116659191,39256007.16584442,9791301,22364941,62771109,10374646.095480142,1191834,5225205,18201327,12298710,29238744,80599707,49630653.26132456,6062710,2788,1.016169831642945,1,1,1,0.9975997024481748,6060556,0.99918522765979
